player_name,Player Name,Slate-Tournament,Headshot,Player ID,Draftable ID,Tournament,Game Start Time,Salary,Fantasy Points,Ownership,Made Cut,MC,Win,Top 5,Top 10,Top 20,Teetime,Course,updated_at
Harry Higgs,Harry Higgs,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/565.png,698025,44134994,Biltmore Championship Asheville,9/17/2026,6400,67.13,0.91,0.4707,0.5293,31590.9 (0.00),5145.5 (0.02),2213.6 (0.04),916.0 (0.10),2:03:36 PM,EL,2026-09-17T22:13:00.195365Z
Tyler Duncan,Tyler Duncan,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/599.png,1842,44134995,Biltmore Championship Asheville,9/17/2026,6400,67.71,1.24,0.501,0.499,27196.4 (0.00),4133.3 (0.02),1783.3 (0.05),747.3 (0.12),9:02:36 AM,EL,2026-09-17T22:13:00.195367Z
Vince Whaley,Vince Whaley,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/667.png,698823,44134996,Biltmore Championship Asheville,9/17/2026,6400,65.89,1.06,0.4692,0.5308,34166.7 (0.00),5375.0 (0.02),2275.0 (0.04),907.3 (0.10),2:03:36 PM,EL,2026-09-17T22:13:00.195369Z
Dylan Wu,Dylan Wu,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/69384.png,699433,44134997,Biltmore Championship Asheville,9/17/2026,6400,65.84,0.69,0.4583,0.5417,35681.8 (0.00),5727.3 (0.02),2481.8 (0.04),1033.0 (0.09),8:51:36 AM,EL,2026-09-17T22:13:00.195371Z
Jeffrey Kang,Jeffrey Kang,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/united_states.png,762326,44134998,Biltmore Championship Asheville,9/17/2026,6400,66.12,0.23,0.4626,0.5374,30772.7 (0.00),4990.9 (0.02),2127.3 (0.04),880.0 (0.10),9:46:36 AM,EL,2026-09-17T22:13:00.195373Z
Will Gordon,Will Gordon,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/1041.png,697773,44134999,Biltmore Championship Asheville,9/17/2026,6400,72.09,1.38,0.4779,0.5221,32136.4 (0.00),5290.9 (0.02),2222.7 (0.04),915.0 (0.10),8:18:36 AM,EL,2026-09-17T22:13:00.195376Z
Michael La Sasso,Michael La Sasso,Classic: LIV,https://dkn.gs/sports/images/countries/50/united_states.png,849089,43867190,LIV Golf Indianapolis,8/20/2026,6400,17.3,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195378Z
Martin Kaymer,Martin Kaymer,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/817.png,1323,43867191,LIV Golf Indianapolis,8/20/2026,6400,17.3,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195380Z
Michael La Sasso,Michael La Sasso,Classic: LIV,https://dkn.gs/sports/images/countries/50/united_states.png,849089,43867190,LIV Golf Indianapolis,8/20/2026,6400,17.3,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195382Z
Martin Kaymer,Martin Kaymer,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/817.png,1323,43867191,LIV Golf Indianapolis,8/20/2026,6400,17.3,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195385Z
Nick Dunlap,Nick Dunlap,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/561491.png,710663,44135000,Biltmore Championship Asheville,9/17/2026,6300,67.27,1.45,0.4582,0.5418,30136.4 (0.00),5527.3 (0.02),2200.0 (0.04),919.0 (0.10),8:07:36 AM,EL,2026-09-17T22:13:00.195387Z
Justin Lower,Justin Lower,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/450914.png,1295,44135001,Biltmore Championship Asheville,9/17/2026,6300,67.77,1.07,0.464,0.536,32214.3 (0.00),5636.4 (0.02),2436.4 (0.04),966.0 (0.09),7:56:36 AM,EL,2026-09-17T22:13:00.195389Z
Brice Garnett,Brice Garnett,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/613.png,1832,44135002,Biltmore Championship Asheville,9/17/2026,6300,68.34,0.86,0.4887,0.5113,30227.3 (0.00),5463.6 (0.02),2172.7 (0.04),859.0 (0.10),12:57:36 PM,EL,2026-09-17T22:13:00.195392Z
Brendan Valdes,Brendan Valdes,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/united_states.png,773005,44135003,Biltmore Championship Asheville,9/17/2026,6300,63.95,0.55,0.3937,0.6063,44545.5 (0.00),7200.0 (0.01),3045.5 (0.03),1255.0 (0.07),2:36:36 PM,EL,2026-09-17T22:13:00.195394Z
Carson Bertagnole,Carson Bertagnole,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/united_states.png,867439,44135004,Biltmore Championship Asheville,9/17/2026,6300,62.53,1.2,0.4911,0.5089,25227.3 (0.00),4509.1 (0.02),1959.1 (0.05),837.0 (0.11),9:35:36 AM,EL,2026-09-17T22:13:00.195396Z
Danny Walker,Danny Walker,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/519887.png,703606,44135005,Biltmore Championship Asheville,9/17/2026,6300,66.5,0.64,0.4535,0.5465,35136.4 (0.00),5836.4 (0.02),2536.4 (0.04),996.0 (0.09),8:18:36 AM,EL,2026-09-17T22:13:00.195398Z
Jonathan Byrd,Jonathan Byrd,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/567.png,515,44135006,Biltmore Championship Asheville,9/17/2026,6300,66.27,0.72,0.3978,0.6022,63636.4 (0.00),9810.0 (0.01),4054.5 (0.02),1465.0 (0.06),1:08:36 PM,EL,2026-09-17T22:13:00.195400Z
Björn Hellgren,Björn Hellgren,Classic: LIV,https://dkn.gs/sports/images/countries/50/sweden.png,60263,43867192,LIV Golf Indianapolis,8/20/2026,6300,17.1,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195403Z
Graeme McDowell,Graeme McDowell,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/1184.png,1314,43867193,LIV Golf Indianapolis,8/20/2026,6300,17.1,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195405Z
Björn Hellgren,Björn Hellgren,Classic: LIV,https://dkn.gs/sports/images/countries/50/sweden.png,60263,43867192,LIV Golf Indianapolis,8/20/2026,6300,17.1,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195408Z
Graeme McDowell,Graeme McDowell,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/1184.png,1314,43867193,LIV Golf Indianapolis,8/20/2026,6300,17.1,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195410Z
Alejandro Tosti,Alejandro Tosti,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/525637.png,703982,44135007,Biltmore Championship Asheville,9/17/2026,6200,62.76,0.52,0.4279,0.5721,36623.2 (0.00),6618.2 (0.01),2818.2 (0.03),1112.0 (0.08),9:35:36 AM,EL,2026-09-17T22:13:00.195412Z
Camilo Villegas,Camilo Villegas,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/451478.png,2128,44135008,Biltmore Championship Asheville,9/17/2026,6200,65.05,1.12,0.4026,0.5974,52045.5 (0.00),8210.0 (0.01),3481.8 (0.03),1337.5 (0.07),12:57:36 PM,EL,2026-09-17T22:13:00.195414Z
Adam Svensson,Adam Svensson,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/1054.png,689,44135009,Biltmore Championship Asheville,9/17/2026,6200,64.57,1,0.4496,0.5504,43363.6 (0.00),6936.4 (0.01),2845.5 (0.03),1134.0 (0.08),12:46:36 PM,EL,2026-09-17T22:13:00.195417Z
Henrik Norlander,Henrik Norlander,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/633.png,1698,44135010,Biltmore Championship Asheville,9/17/2026,6200,63.22,0.54,0.4048,0.5952,57045.5 (0.00),9270.0 (0.01),3609.1 (0.03),1395.0 (0.07),8:07:36 AM,EL,2026-09-17T22:13:00.195419Z
Cameron Davis,Cameron Davis,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/578.png,330678,44135011,Biltmore Championship Asheville,9/17/2026,6200,61.81,1.82,0.4122,0.5878,40588.2 (0.00),6763.6 (0.01),2800.0 (0.03),1152.5 (0.08),8:40:36 AM,EL,2026-09-17T22:13:00.195421Z
Fabián Gómez,Fabián Gómez,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/551.png,1714,44135012,Biltmore Championship Asheville,9/17/2026,6200,65.1,0.66,0.4433,0.5567,53863.6 (0.00),8530.0 (0.01),3081.8 (0.03),1215.0 (0.08),1:52:36 PM,EL,2026-09-17T22:13:00.195423Z
Troy Merritt,Troy Merritt,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/1005.png,1409,44135013,Biltmore Championship Asheville,9/17/2026,6200,65.12,1.62,0.397,0.603,64192.5 (0.00),11236.4 (0.01),4536.4 (0.02),1575.0 (0.06),7:56:36 AM,EL,2026-09-17T22:13:00.195426Z
Doyeob Mun,Doyeob Mun,Classic: LIV,https://dkn.gs/sports/images/countries/50/south_korea.png,692221,43867194,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195428Z
Yosuke Asaji,Yosuke Asaji,Classic: LIV,https://dkn.gs/sports/images/countries/50/japan.png,697206,43867195,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195430Z
Ollie Schniederjans,Ollie Schniederjans,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/1034.png,935,43893639,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195432Z
Doyeob Mun,Doyeob Mun,Classic: LIV,https://dkn.gs/sports/images/countries/50/south_korea.png,692221,43867194,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195434Z
Yosuke Asaji,Yosuke Asaji,Classic: LIV,https://dkn.gs/sports/images/countries/50/japan.png,697206,43867195,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195436Z
Ollie Schniederjans,Ollie Schniederjans,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/1034.png,935,43893639,LIV Golf Indianapolis,8/20/2026,6200,16.9,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195439Z
Luke List,Luke List,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/719.png,559,44135014,Biltmore Championship Asheville,9/17/2026,6100,66.23,0.68,0.4288,0.5712,48090.9 (0.00),7510.0 (0.01),2990.9 (0.03),1242.5 (0.07),1:08:36 PM,EL,2026-09-17T22:13:00.195441Z
Adam Schenk,Adam Schenk,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/638.png,648099,44135015,Biltmore Championship Asheville,9/17/2026,6100,63.31,1.45,0.4338,0.5662,44818.4 (0.00),6863.6 (0.01),2763.6 (0.03),1140.0 (0.08),1:19:36 PM,EL,2026-09-17T22:13:00.195443Z
Kevin Kisner,Kevin Kisner,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/1150.png,895,44135016,Biltmore Championship Asheville,9/17/2026,6100,62.56,1,0.3951,0.6049,60250.0 (0.00),9060.0 (0.01),3880.0 (0.03),1463.9 (0.06),1:52:36 PM,EL,2026-09-17T22:13:00.195446Z
Patton Kizzire,Patton Kizzire,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/592.png,856,44135017,Biltmore Championship Asheville,9/17/2026,6100,63.72,0.46,0.3924,0.6076,60000.0 (0.00),9550.0 (0.01),3772.7 (0.03),1492.5 (0.06),1:52:36 PM,EL,2026-09-17T22:13:00.195448Z
Peter Malnati,Peter Malnati,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/660.png,1210,44135018,Biltmore Championship Asheville,9/17/2026,6100,64.46,1.03,0.4276,0.5724,52272.7 (0.00),8470.0 (0.01),3200.0 (0.03),1247.5 (0.07),1:41:36 PM,EL,2026-09-17T22:13:00.195450Z
Rafael Campos,Rafael Campos,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/570.png,1971,44135019,Biltmore Championship Asheville,9/17/2026,6100,62.61,0.89,0.4133,0.5867,51363.6 (0.00),7750.0 (0.01),3209.1 (0.03),1250.0 (0.07),9:13:36 AM,EL,2026-09-17T22:13:00.195452Z
Jeremy Paul,Jeremy Paul,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/451604.png,101400,44135020,Biltmore Championship Asheville,9/17/2026,6100,63.23,1.46,0.3743,0.6257,67272.7 (0.00),11781.8 (0.01),4209.1 (0.02),1541.7 (0.06),9:46:36 AM,EL,2026-09-17T22:13:00.195455Z
Christo Lamprecht,Christo Lamprecht,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/south_africa.png,670532,44135021,Biltmore Championship Asheville,9/17/2026,6100,63.07,0.1,0.3363,0.6637,75909.1 (0.00),12818.2 (0.01),5154.5 (0.02),1838.9 (0.05),9:24:36 AM,EL,2026-09-17T22:13:00.195457Z
Minkyu Kim,Minkyu Kim,Classic: LIV,https://dkn.gs/sports/images/countries/50/south_korea.png,671052,43867196,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195460Z
Sam Horsfield,Sam Horsfield,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/806.png,1939,43867197,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195462Z
Max Rottluff,Max Rottluff,Classic: LIV,https://dkn.gs/sports/images/countries/50/germany.png,269059,43893637,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195465Z
Minkyu Kim,Minkyu Kim,Classic: LIV,https://dkn.gs/sports/images/countries/50/south_korea.png,671052,43867196,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195467Z
Sam Horsfield,Sam Horsfield,Classic: LIV,https://dkn.gs/sports/images/golf/players/50/806.png,1939,43867197,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195470Z
Max Rottluff,Max Rottluff,Classic: LIV,https://dkn.gs/sports/images/countries/50/germany.png,269059,43893637,LIV Golf Indianapolis,8/20/2026,6100,16.7,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195472Z
Kensei Hirata,Kensei Hirata,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/712328.png,773313,44135022,Biltmore Championship Asheville,9/17/2026,6000,62.34,0.47,0.4126,0.5874,56818.2 (0.00),10160.0 (0.01),4045.5 (0.02),1470.0 (0.06),9:35:36 AM,EL,2026-09-17T22:13:00.195474Z
Ben Martin,Ben Martin,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/1125.png,2065,44135023,Biltmore Championship Asheville,9/17/2026,6000,64.74,2.6,0.4464,0.5536,33132.0 (0.00),6527.3 (0.02),2590.9 (0.04),1035.0 (0.09),9:13:36 AM,EL,2026-09-17T22:13:00.195477Z
Tyler Jones,Tyler Jones,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/united_states.png,887890,44135024,Biltmore Championship Asheville,9/17/2026,6000,56.15,0,0.2458,0.7542,137500.0 (0.00),19833.3 (0.01),10150.0 (0.01),3492.9 (0.03),9:46:36 AM,EL,2026-09-17T22:13:00.195479Z
Marcelo Rozo,Marcelo Rozo,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/colombia.png,2083,44135025,Biltmore Championship Asheville,9/17/2026,6000,59.36,0.13,0.3474,0.6526,98636.4 (0.00),14818.2 (0.01),5409.1 (0.02),1900.0 (0.05),9:46:36 AM,EL,2026-09-17T22:13:00.195481Z
Michael Thompson,Michael Thompson,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/835.png,654,44135026,Biltmore Championship Asheville,9/17/2026,6000,66.04,0.81,0.3361,0.6639,106363.6 (0.00),16363.6 (0.01),6470.0 (0.02),2411.1 (0.04),2:25:36 PM,EL,2026-09-17T22:13:00.195484Z
Morgan DeNeen,Morgan DeNeen,Classic: Biltmore Championship,https://dkn.gs/sports/images/countries/50/united_states.png,705468,44135027,Biltmore Championship Asheville,9/17/2026,6000,55.63,0.86,0.2087,0.7913,187727.3 (0.00),25136.4 (0.00),11750.0 (0.01),3966.7 (0.02),2:36:36 PM,EL,2026-09-17T22:13:00.195486Z
Ryan Brehm,Ryan Brehm,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/564.png,299906,44135028,Biltmore Championship Asheville,9/17/2026,6000,57.86,0.44,0.2484,0.7516,165000.0 (0.00),26590.9 (0.00),11500.0 (0.01),4033.3 (0.02),7:56:36 AM,EL,2026-09-17T22:13:00.195488Z
Brendon Todd,Brendon Todd,Classic: Biltmore Championship,https://dkn.gs/sports/images/golf/players/50/539.png,1438,44135029,Biltmore Championship Asheville,9/17/2026,6000,59.53,0.51,0.2502,0.7498,165000.0 (0.00),25818.2 (0.00),10700.0 (0.01),3800.0 (0.03),9:02:36 AM,EL,2026-09-17T22:13:00.195490Z
Miguel Tabuena,Miguel Tabuena,Classic: LIV,https://dkn.gs/sports/images/countries/50/philippines.png,406,43867198,LIV Golf Indianapolis,8/20/2026,6000,16.5,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195492Z
Ben Campbell,Ben Campbell,Classic: LIV,https://dkn.gs/sports/images/countries/50/new_zealand.png,286512,43867199,LIV Golf Indianapolis,8/20/2026,6000,16.5,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195494Z
Miguel Tabuena,Miguel Tabuena,Classic: LIV,https://dkn.gs/sports/images/countries/50/philippines.png,406,43867198,LIV Golf Indianapolis,8/20/2026,6000,16.5,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195497Z
Ben Campbell,Ben Campbell,Classic: LIV,https://dkn.gs/sports/images/countries/50/new_zealand.png,286512,43867199,LIV Golf Indianapolis,8/20/2026,6000,16.5,0,0.5,0.5,,,,,,,2026-09-17T22:13:00.195499Z
